word
accomplir
accrocher
apparence
apprendre
approcher
atteindre
attention
autrefois
autrement
cependant
cinquante
commander
commencer
compagnie
compagnon
condamner
condition
confiance
confondre
consentir
consulter
contenter
continuer
contraire
dangereux
davantage
descendre
difficile
direction
doucement
embrasser
existence
expliquer
important
installer
intention
lendemain
lentement
longtemps
maintenir
militaire
mouvement
naissance
parcourir
permettre
plusieurs
politique
printemps
promettre
prononcer
puissance
rapporter
recherche
regretter
rejoindre
remarquer
remercier
remplacer
rencontre
renverser
repousser
reprendre
respecter
retourner
retrouver
semblable
sentiment
seulement
signifier
situation
souhaiter
soumettre
spectacle
supporter
tellement
traverser
vieillard
