word
abattre
absence
accuser
acheter
achever
affaire
ajouter
allumer
anglais
appeler
appuyer
arriver
article
asseoir
assurer
attirer
avancer
baisser
bonheur
branche
briller
cabinet
capable
certain
cerveau
chaleur
chambre
changer
chanter
charger
chasser
chemise
chiffre
choisir
colline
combien
comment
complet
compter
confier
conseil
content
coucher
couleur
courage
courant
couvrir
crainte
creuser
croiser
cuisine
curieux
demande
dernier
devenir
deviner
diriger
docteur
dominer
douceur
douleur
dresser
effacer
emmener
endroit
enfance
engager
enlever
ensuite
environ
envoyer
essayer
essuyer
exemple
exister
exposer
falloir
famille
fatigue
feuille
figurer
fortune
frapper
glisser
grandir
habiter
hauteur
heureux
honneur
horizon
ignorer
immense
imposer
inconnu
instant
inutile
inviter
joindre
journal
justice
lorsque
machine
maladie
malheur
manquer
marcher
mariage
marquer
mauvais
menacer
million
moindre
montrer
morceau
musique
naturel
nerveux
nourrir
nouveau
obliger
obtenir
occuper
oreille
oublier
ouvrage
parfois
partout
passage
passion
paysage
pencher
pendant
plaisir
planche
pleurer
plonger
portier
pousser
pouvoir
premier
prendre
presque
presser
profond
prouver
puisque
quelque
quitter
ramener
rapport
reculer
refuser
rejeter
relever
remplir
rentrer
reposer
respect
retenir
retirer
revenir
risquer
sauvage
science
seconde
secours
semaine
sembler
sentier
service
silence
sommeil
soudain
sourire
souvent
suffire
suivant
surtout
terrain
terreur
toucher
tourner
traiter
travail
travers
tromper
trouver
vaincre
veiller
victime
village
violent
visible
voiture
vouloir
voyager
